path,name,sha256,size_mb,pages,producer,creator,error
D:\Общая_Рабочая\Загрузки Валя\Скотное.pdf,Скотное.pdf,107a8fa7a16e5c38,2.34,19,PDF24,PDF24,
D:\Общая_Рабочая\Загрузки Валя\Славина в3.pdf,Славина в3.pdf,aedd97b29bbc5172,0.13,1,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.9.100.100),
D:\Общая_Рабочая\Загрузки Валя\Славино в1.pdf,Славино в1.pdf,dbd87ed7c352450c,0.13,1,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.9.100.100),
D:\Общая_Рабочая\Загрузки Валя\СМИТСАПТСП (1).pdf,СМИТСАПТСП (1).pdf,e512d0fec5dbe8a2,0.02,1,pdfplot15.hdi 15.01.047.000,AutoCAD 2020 - English 2020 (23.1s (LMS Tech)),
D:\Общая_Рабочая\Загрузки Валя\СМИТСАПТСП (2).pdf,СМИТСАПТСП (2).pdf,e512d0fec5dbe8a2,0.02,1,pdfplot15.hdi 15.01.047.000,AutoCAD 2020 - English 2020 (23.1s (LMS Tech)),
D:\Общая_Рабочая\Загрузки Валя\СМИТСАПТСП.pdf,СМИТСАПТСП.pdf,e512d0fec5dbe8a2,0.02,1,pdfplot15.hdi 15.01.047.000,AutoCAD 2020 - English 2020 (23.1s (LMS Tech)),
D:\Общая_Рабочая\Загрузки Валя\Снетки - свайные поля.pdf,Снетки - свайные поля.pdf,d7a0375e9296da78,0.09,2,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.100),
D:\Общая_Рабочая\Загрузки Валя\Снетки 09.10.pdf,Снетки 09.10.pdf,9a7c80a6bc88e99e,0.56,5,GPL Ghostscript 10.01.2,PDF24 Creator,
D:\Общая_Рабочая\Загрузки Валя\Снетки 3 модуля новая (1).pdf,Снетки 3 модуля новая (1).pdf,ae45ae42bbe4f493,0.11,1,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.10.100.100),
D:\Общая_Рабочая\Загрузки Валя\Снетки 3 модуля новая.pdf,Снетки 3 модуля новая.pdf,ae45ae42bbe4f493,0.11,1,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.10.100.100),
D:\Общая_Рабочая\Загрузки Валя\Снетки дом+хоз (1).pdf,Снетки дом+хоз (1).pdf,f2d30d543c643e95,0.11,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.13.100.100),
D:\Общая_Рабочая\Загрузки Валя\Снетки дом+хоз.pdf,Снетки дом+хоз.pdf,f2d30d543c643e95,0.11,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.13.100.100),
D:\Общая_Рабочая\Загрузки Валя\Снетки хоз в работу (1).pdf,Снетки хоз в работу (1).pdf,ba9ca28f75b8c99d,0.11,1,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.10.100.100),
D:\Общая_Рабочая\Загрузки Валя\Снетки хоз в работу.pdf,Снетки хоз в работу.pdf,ba9ca28f75b8c99d,0.11,1,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.10.100.100),
D:\Общая_Рабочая\Загрузки Валя\Снетково Актуальные дома.pdf,Снетково Актуальные дома.pdf,24123ad48d60defa,0.45,4,GPL Ghostscript 9.56.1,PDF24 Creator,
D:\Общая_Рабочая\Загрузки Валя\Снетковское альбом концепция базы отдыха (1).pdf,Снетковское альбом концепция базы отдыха (1).pdf,aa46e5c37c5f0677,13.35,18,GPL Ghostscript 9.56.1,PDF24 Creator,
D:\Общая_Рабочая\Загрузки Валя\Снетковское альбом концепция базы отдыха (2).pdf,Снетковское альбом концепция базы отдыха (2).pdf,aa46e5c37c5f0677,13.35,18,GPL Ghostscript 9.56.1,PDF24 Creator,
D:\Общая_Рабочая\Загрузки Валя\Снетковское альбом концепция базы отдыха.pdf,Снетковское альбом концепция базы отдыха.pdf,aa46e5c37c5f0677,13.35,18,GPL Ghostscript 9.56.1,PDF24 Creator,
D:\Общая_Рабочая\Загрузки Валя\Снктки вауазоцщулдюмоьжи.pdf,Снктки вауазоцщулдюмоьжи.pdf,9542a9d1c247cc2d,0.6,1,pdfplot16.hdi 16.02.161.00000,AutoCAD 2023 — Русский (Russian) 2023 (24.2s (LMS Tech)),
D:\Общая_Рабочая\Загрузки Валя\Согласование чистовых покрытий пола.pdf,Согласование чистовых покрытий пола.pdf,9f15ca689b08fa19,0.37,1,GPL Ghostscript 9.56.1,PDF24 Creator,
D:\Общая_Рабочая\Загрузки Валя\Сосна3.pdf,Сосна3.pdf,c8bb74372744b4cc,0.27,2,wPDF4 x64 by WPCubed GmbH,combit® List & Label® Report Generator (22.2.0.0),
D:\Общая_Рабочая\Загрузки Валя\Сосново кассеты (1).pdf,Сосново кассеты (1).pdf,faf26267f79646e6,0.02,1,pdfplot16.hdi 16.02.161.00000,AutoCAD 2023 — Русский (Russian) 2023 (24.2s (LMS Tech)),
D:\Общая_Рабочая\Загрузки Валя\Сосново кассеты (2).pdf,Сосново кассеты (2).pdf,faf26267f79646e6,0.02,1,pdfplot16.hdi 16.02.161.00000,AutoCAD 2023 — Русский (Russian) 2023 (24.2s (LMS Tech)),
D:\Общая_Рабочая\Загрузки Валя\Сосново кассеты.pdf,Сосново кассеты.pdf,faf26267f79646e6,0.02,1,pdfplot16.hdi 16.02.161.00000,AutoCAD 2023 — Русский (Russian) 2023 (24.2s (LMS Tech)),
D:\Общая_Рабочая\Загрузки Валя\Сосново планки (1).pdf,Сосново планки (1).pdf,4e6f120ad2c82b25,0.11,1,pdfplot16.hdi 16.02.161.00000,AutoCAD 2023 — Русский (Russian) 2023 (24.2s (LMS Tech)),
D:\Общая_Рабочая\Загрузки Валя\Сосново планки.pdf,Сосново планки.pdf,4e6f120ad2c82b25,0.11,1,pdfplot16.hdi 16.02.161.00000,AutoCAD 2023 — Русский (Russian) 2023 (24.2s (LMS Tech)),
D:\Общая_Рабочая\Загрузки Валя\Сосновские Горки КН 855.pdf,Сосновские Горки КН 855.pdf,98af63414b310a07,0.28,1,Acrobat Distiller 11.0 (Windows),PScript5.dll Version 5.2.2,
D:\Общая_Рабочая\Загрузки Валя\СПА - ВУОКСА АР ИТОГ (1).pdf,СПА - ВУОКСА АР ИТОГ (1).pdf,908a8b708972f32a,32.13,23,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.4.100.75),
D:\Общая_Рабочая\Загрузки Валя\СПА - ВУОКСА АР ИТОГ.pdf,СПА - ВУОКСА АР ИТОГ.pdf,908a8b708972f32a,32.13,23,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.4.100.75),
D:\Общая_Рабочая\Загрузки Валя\Спецификация (1).pdf,Спецификация (1).pdf,4be72a63b7ed9a6d,0.08,1,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (10).pdf,Спецификация (10).pdf,b9709b11495b8d75,0.15,5,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (11).pdf,Спецификация (11).pdf,f0735250d4df6acd,0.06,2,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (12).pdf,Спецификация (12).pdf,44955aa39f4ce052,0.64,32,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (13).pdf,Спецификация (13).pdf,19d1c69a2809c158,0.05,1,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (14).pdf,Спецификация (14).pdf,b3a96152069a0b3c,0.05,1,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (15).pdf,Спецификация (15).pdf,44955aa39f4ce052,0.64,32,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (16).pdf,Спецификация (16).pdf,44955aa39f4ce052,0.64,32,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (17).pdf,Спецификация (17).pdf,44955aa39f4ce052,0.64,32,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (18).pdf,Спецификация (18).pdf,8a881a50e88f8913,0.65,32,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (19).pdf,Спецификация (19).pdf,8a881a50e88f8913,0.65,32,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (2).pdf,Спецификация (2).pdf,196c4cb47b659b43,0.07,6,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (20).pdf,Спецификация (20).pdf,f1d8075dc11a8dd0,0.1,19,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (21).pdf,Спецификация (21).pdf,35698ca95e66644c,0.05,3,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (22).pdf,Спецификация (22).pdf,c20b57f7cf574caf,0.08,4,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (23).pdf,Спецификация (23).pdf,35698ca95e66644c,0.05,3,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (24).pdf,Спецификация (24).pdf,35698ca95e66644c,0.05,3,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (25).pdf,Спецификация (25).pdf,c20b57f7cf574caf,0.08,4,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (26).pdf,Спецификация (26).pdf,3a1e86f61fa724c7,0.05,2,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (27).pdf,Спецификация (27).pdf,c20b57f7cf574caf,0.08,4,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (28).pdf,Спецификация (28).pdf,f1d8075dc11a8dd0,0.1,19,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (29).pdf,Спецификация (29).pdf,2b7edac2fb2f87d2,0.09,6,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (3).pdf,Спецификация (3).pdf,1b5306fc45d9f7be,0.07,7,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (30).pdf,Спецификация (30).pdf,37debae91642d15b,0.04,1,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (31).pdf,Спецификация (31).pdf,6b4facde892ccc9e,0.05,2,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (32).pdf,Спецификация (32).pdf,149d0d57c9dc2e06,0.09,5,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (33).pdf,Спецификация (33).pdf,149d0d57c9dc2e06,0.09,5,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (34).pdf,Спецификация (34).pdf,93579b9617e94e90,0.17,27,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (35).pdf,Спецификация (35).pdf,93579b9617e94e90,0.17,27,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (36).pdf,Спецификация (36).pdf,149d0d57c9dc2e06,0.09,5,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (37).pdf,Спецификация (37).pdf,93579b9617e94e90,0.17,27,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (38).pdf,Спецификация (38).pdf,cacba6f3d485a4c2,0.06,2,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (39).pdf,Спецификация (39).pdf,d51b659a01dc093b,0.06,2,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (4).pdf,Спецификация (4).pdf,196c4cb47b659b43,0.07,6,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (40).pdf,Спецификация (40).pdf,f0833e34d9c628da,0.08,4,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (41).pdf,Спецификация (41).pdf,b376db6cda8bf5d1,0.05,1,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (42).pdf,Спецификация (42).pdf,0dba5255f6415296,0.37,26,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (43).pdf,Спецификация (43).pdf,740b6534f2aa9980,0.3,26,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (44).pdf,Спецификация (44).pdf,740b6534f2aa9980,0.3,26,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (45).pdf,Спецификация (45).pdf,a209b346c26f4412,0.17,13,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (46).pdf,Спецификация (46).pdf,a209b346c26f4412,0.17,13,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (47).pdf,Спецификация (47).pdf,a209b346c26f4412,0.17,13,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (48).pdf,Спецификация (48).pdf,dd85867aad4301fe,0.3,8,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (5).pdf,Спецификация (5).pdf,051ad9ca7dbe5ce2,0.07,6,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (6).pdf,Спецификация (6).pdf,48e0628c6fb8bcc4,0.07,7,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (7).pdf,Спецификация (7).pdf,48e0628c6fb8bcc4,0.07,7,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (8).pdf,Спецификация (8).pdf,48e0628c6fb8bcc4,0.07,7,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (9).pdf,Спецификация (9).pdf,48e0628c6fb8bcc4,0.07,7,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (92) (1).pdf,Спецификация (92) (1).pdf,262145eef1339a1a,0.47,29,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (92) (2).pdf,Спецификация (92) (2).pdf,262145eef1339a1a,0.47,29,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (92) (3).pdf,Спецификация (92) (3).pdf,262145eef1339a1a,0.47,29,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация (92).pdf,Спецификация (92).pdf,262145eef1339a1a,0.47,29,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация 429 (1).pdf,Спецификация 429 (1).pdf,8548f697bc026959,0.65,32,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация 429 (2).pdf,Спецификация 429 (2).pdf,8548f697bc026959,0.65,32,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация 429 (3).pdf,Спецификация 429 (3).pdf,8548f697bc026959,0.65,32,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация 429 (4).pdf,Спецификация 429 (4).pdf,8548f697bc026959,0.65,32,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация 429.pdf,Спецификация 429.pdf,8548f697bc026959,0.65,32,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация 443 (1).pdf,Спецификация 443 (1).pdf,02aef28f4bdb38b2,0.22,13,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация 443 (2).pdf,Спецификация 443 (2).pdf,02aef28f4bdb38b2,0.22,13,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация 443 (3).pdf,Спецификация 443 (3).pdf,02aef28f4bdb38b2,0.22,13,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация 443.pdf,Спецификация 443.pdf,02aef28f4bdb38b2,0.22,13,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация 571 (1).pdf,Спецификация 571 (1).pdf,133178283290528e,0.1,19,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация 571.pdf,Спецификация 571.pdf,133178283290528e,0.1,19,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация _2_ (1).pdf,Спецификация _2_ (1).pdf,c83a6d892c5fad3b,0.37,25,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация _2_.pdf,Спецификация _2_.pdf,4f3e7785c0411aa7,0.05,1,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация _3_.pdf,Спецификация _3_.pdf,e49014de5c52d270,0.04,1,,,
D:\Общая_Рабочая\Загрузки Валя\Спецификация БАкшты деревянные.pdf,Спецификация БАкшты деревянные.pdf,7cc9899c718fb5d4,0.05,1,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.9.100.100),
D:\Общая_Рабочая\Загрузки Валя\Спецификация деревянных окон Lampi M3 BLACK.pdf,Спецификация деревянных окон Lampi M3 BLACK.pdf,23778a6b68d353d8,0.02,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.11.100.100),
D:\Общая_Рабочая\Загрузки Валя\Спецификация деревянных окон Lampi M3 STANDART.pdf,Спецификация деревянных окон Lampi M3 STANDART.pdf,2c5d6785c0eb7b06,0.02,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.11.100.100),
D:\Общая_Рабочая\Загрузки Валя\спецификация деревянных окон Алексей.pdf,спецификация деревянных окон Алексей.pdf,3fd52fe957e40ed7,0.13,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Загрузки Валя\Спецификация МДФ на выставочный дом.pdf,Спецификация МДФ на выставочный дом.pdf,11076c022d5d67fa,0.06,1,Microsoft® Word для Microsoft 365,Microsoft® Word для Microsoft 365,
D:\Общая_Рабочая\Загрузки Валя\Спецификация металла Малышев.pdf,Спецификация металла Малышев.pdf,7da5d9ab474b1e1f,0.07,4,GPL Ghostscript 9.56.1,PDF24 Creator,
D:\Общая_Рабочая\Загрузки Валя\Спецификация окон 1 Орехово (1).pdf,Спецификация окон 1 Орехово (1).pdf,859af97f43c42f9f,0.11,1,pdfplot16.hdi 16.02.161.00000,AutoCAD 2023 — Русский (Russian) 2023 (24.2s (LMS Tech)),
D:\Общая_Рабочая\Загрузки Валя\Спецификация окон 1 Орехово.pdf,Спецификация окон 1 Орехово.pdf,859af97f43c42f9f,0.11,1,pdfplot16.hdi 16.02.161.00000,AutoCAD 2023 — Русский (Russian) 2023 (24.2s (LMS Tech)),
D:\Общая_Рабочая\Загрузки Валя\Спецификация окон 1 Разлив.pdf,Спецификация окон 1 Разлив.pdf,d8b8760d6a3d6ae6,0.11,1,pdfplot16.hdi 16.02.161.00000,AutoCAD 2023 — Русский (Russian) 2023 (24.2s (LMS Tech)),
D:\Общая_Рабочая\Загрузки Валя\Спецификация окон Lampi M3 BLACK (1).pdf,Спецификация окон Lampi M3 BLACK (1).pdf,10524249494fcde1,0.02,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.11.100.100),
D:\Общая_Рабочая\Загрузки Валя\Спецификация окон Lampi M3 BLACK.pdf,Спецификация окон Lampi M3 BLACK.pdf,10524249494fcde1,0.02,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.11.100.100),
D:\Общая_Рабочая\Загрузки Валя\Спецификация окон Lampi M3 STANDART (1).pdf,Спецификация окон Lampi M3 STANDART (1).pdf,7b4b2ede88116622,0.02,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.11.100.100),
D:\Общая_Рабочая\Загрузки Валя\Спецификация окон Lampi M3 STANDART.pdf,Спецификация окон Lampi M3 STANDART.pdf,7b4b2ede88116622,0.02,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.11.100.100),
D:\Общая_Рабочая\Загрузки Валя\Спецификация окон Акоп.pdf,Спецификация окон Акоп.pdf,4a1eb2ff827bd572,0.03,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.11.100.100),
D:\Общая_Рабочая\Загрузки Валя\спецификация окон Алексей.pdf,спецификация окон Алексей.pdf,a28f2c366a84e89f,0.13,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Загрузки Валя\Спецификация окон Карповы.pdf,Спецификация окон Карповы.pdf,a95953bb401b9468,0.03,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.11.100.100),
D:\Общая_Рабочая\Загрузки Валя\Спецификация окон Лахденпохья 2м (1).pdf,Спецификация окон Лахденпохья 2м (1).pdf,76cf0dde04e3e775,0.03,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.11.100.100),
D:\Общая_Рабочая\Загрузки Валя\Спецификация окон Лахденпохья 2м.pdf,Спецификация окон Лахденпохья 2м.pdf,db576fc83fabfc97,0.03,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.11.100.100),
D:\Общая_Рабочая\Загрузки Валя\Спецификация окон Лахденпохья 3м.pdf,Спецификация окон Лахденпохья 3м.pdf,906cedeb19f38654,0.03,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.11.100.100),
D:\Общая_Рабочая\Загрузки Валя\спецификация окон Лисий нос.pdf,спецификация окон Лисий нос.pdf,12ee7ebfa4679f7f,0.12,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Загрузки Валя\Спецификация окон Оржицы.pdf,Спецификация окон Оржицы.pdf,5ff965b244b3a243,0.03,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.11.100.100),
D:\Общая_Рабочая\Загрузки Валя\Спецификация окон Рязань.pdf,Спецификация окон Рязань.pdf,c87afa3f5586cc03,0.03,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.11.100.100),
D:\Общая_Рабочая\Загрузки Валя\спецификация оконных и дверных блоков.pdf,спецификация оконных и дверных блоков.pdf,e2f5451e7847a6b1,0.01,1,pdfplot16.hdi 16.02.161.00000,AutoCAD 2023 — Русский (Russian) 2023 (24.2s (LMS Tech)),
D:\Общая_Рабочая\Загрузки Валя\Спецификация.pdf,Спецификация.pdf,c1e7a59e1cba4ada,0.06,3,,,
D:\Общая_Рабочая\Загрузки Валя\Список работ по проектированию Агалатово - 5 (1).pdf,Список работ по проектированию Агалатово - 5 (1).pdf,3d5e8dd4c222210d,0.79,1,GPL Ghostscript 9.56.1,PDF24 Creator,
D:\Общая_Рабочая\Загрузки Валя\Список работ по проектированию Агалатово - 5.pdf,Список работ по проектированию Агалатово - 5.pdf,a3f1f8bd8101d988,0.23,1,GPL Ghostscript 9.56.1,PDF24 Creator,
D:\Общая_Рабочая\Загрузки Валя\Список цен на проектные работы  2023.pdf,Список цен на проектные работы  2023.pdf,9097097faaaa61f0,0.08,2,Microsoft® Word для Microsoft 365,Microsoft® Word для Microsoft 365,
D:\Общая_Рабочая\Загрузки Валя\стеклопакет1-Лист2.pdf,стеклопакет1-Лист2.pdf,f0e69753ad7b5b15,0.1,1,pdfplot16.hdi 16.02.161.00000,AutoCAD 2023 — Русский (Russian) 2023 (24.2s (LMS Tech)),
D:\Общая_Рабочая\Загрузки Валя\стеклопакет2-Лист2.pdf,стеклопакет2-Лист2.pdf,f3bb3a5ea73635e6,0.1,1,pdfplot16.hdi 16.02.161.00000,AutoCAD 2023 — Русский (Russian) 2023 (24.2s (LMS Tech)),
D:\Общая_Рабочая\Загрузки Валя\стеклопакет3-Лист2.pdf,стеклопакет3-Лист2.pdf,e7231511418f8f58,0.1,1,pdfplot16.hdi 16.02.161.00000,AutoCAD 2023 — Русский (Russian) 2023 (24.2s (LMS Tech)),
D:\Общая_Рабочая\Загрузки Валя\стеклопакет4-Лист2.pdf,стеклопакет4-Лист2.pdf,e92d6370758a4684,0.1,1,pdfplot16.hdi 16.02.161.00000,AutoCAD 2023 — Русский (Russian) 2023 (24.2s (LMS Tech)),
D:\Общая_Рабочая\Загрузки Валя\Стены 6 модуль.pdf,Стены 6 модуль.pdf,7038fdb574d34224,0.19,1,pdfplot14.hdi 14.00.161.000,AutoCAD 2018 — Русский (Russian) 2018 (22.0s (LMS Tech)),
D:\Общая_Рабочая\Загрузки Валя\стены лист 2.pdf,стены лист 2.pdf,0795f109ec2307a7,0.16,1,pdfplot14.hdi 14.00.161.000,AutoCAD 2018 — Русский (Russian) 2018 (22.0s (LMS Tech)),
D:\Общая_Рабочая\Загрузки Валя\Стойкая 1 (1).PDF,Стойкая 1 (1).PDF,77065e2ad17b500f,0.06,4,SOLIDWORKS PDF Publisher,SOLIDWORKS 2018 SP4.0 (2018211),
D:\Общая_Рабочая\Загрузки Валя\Стойкая 1.PDF,Стойкая 1.PDF,77065e2ad17b500f,0.06,4,SOLIDWORKS PDF Publisher,SOLIDWORKS 2018 SP4.0 (2018211),
D:\Общая_Рабочая\Загрузки Валя\Стойкая 2.PDF,Стойкая 2.PDF,b1248578b085b249,0.07,4,SOLIDWORKS PDF Publisher,SOLIDWORKS 2018 SP4.0 (2018211),
D:\Общая_Рабочая\Загрузки Валя\Суздаль 2в1.pdf,Суздаль 2в1.pdf,ba62922e8f656fa2,0.11,1,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.10.100.100),
D:\Общая_Рабочая\Загрузки Валя\Суздаль 2в3.pdf,Суздаль 2в3.pdf,b8b9c604e3a60427,0.11,1,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.10.100.100),
D:\Общая_Рабочая\Загрузки Валя\Суздаль 2в4.pdf,Суздаль 2в4.pdf,49cc1664f3a25ea1,0.11,1,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.10.100.100),
D:\Общая_Рабочая\Загрузки Валя\Суздаль в1 (1).pdf,Суздаль в1 (1).pdf,1937ce2929688f57,0.15,1,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.10.100.100),
D:\Общая_Рабочая\Загрузки Валя\Суздаль в1.pdf,Суздаль в1.pdf,1937ce2929688f57,0.15,1,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.10.100.100),
D:\Общая_Рабочая\Загрузки Валя\Суздаль в2 (1).pdf,Суздаль в2 (1).pdf,2a0e0bb82a419b8b,0.15,1,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.10.100.100),
D:\Общая_Рабочая\Загрузки Валя\Суздаль в2.pdf,Суздаль в2.pdf,2a0e0bb82a419b8b,0.15,1,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.10.100.100),
D:\Общая_Рабочая\Загрузки Валя\схема освещения на согласование 3 (1).pdf,схема освещения на согласование 3 (1).pdf,07da6055ab33e85a,0.29,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.18.100.100),
D:\Общая_Рабочая\Загрузки Валя\схема освещения на согласование 3.pdf,схема освещения на согласование 3.pdf,07da6055ab33e85a,0.29,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.18.100.100),
D:\Общая_Рабочая\Загрузки Валя\Схема сетей КП Чехов.pdf,Схема сетей КП Чехов.pdf,d1ed3b6aabcd9f11,0.39,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.15.100.100),
D:\Общая_Рабочая\Загрузки Валя\схема электрика согласование 3 (1).pdf,схема электрика согласование 3 (1).pdf,d32c954b557d8f45,0.28,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.18.100.100),
D:\Общая_Рабочая\Загрузки Валя\схема электрика согласование 3.pdf,схема электрика согласование 3.pdf,d32c954b557d8f45,0.28,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.18.100.100),
D:\Общая_Рабочая\Загрузки Валя\Счет (копия) № 47 от 23 12 2022.pdf,Счет (копия) № 47 от 23 12 2022.pdf,cb0093c8e2965522,0.05,1,DynaPDF 2.5.4.567,,
D:\Общая_Рабочая\Загрузки Валя\Счет на оплату _ 1360 от 24.05.2023.pdf,Счет на оплату _ 1360 от 24.05.2023.pdf,e7d2286104c2ffb7,0.1,1,,,
D:\Общая_Рабочая\Загрузки Валя\Счет на оплату _ 1626 от 08.06.2023.pdf,Счет на оплату _ 1626 от 08.06.2023.pdf,25f233ee53d407d9,0.11,1,,,
